clase,hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,contraste,homogeneidad,glcm_entropia,lbp_uniformidad,lbp_entropia,esquinas
Roca,17.761232235533782,20.550127698056155,10.868266479119173,6.859037442854335,176.23245986321967,37.56087396025159,15.634282960837574,0.301526025035586,7.196260523195823,0.16950253426928877,2.875981527637661,0.0037638841732550807
Vegetacion,61.27496988932292,46.93978385537573,134.50238199869793,50.539933586266294,107.24794270833333,63.4007573628187,99.50971145072994,0.26270820860528643,7.464155227474195,0.1794056394643254,2.8619794670800722,0.0027091471354166665
Madera,62.87808810763889,42.778760741323694,21.637938368055554,21.079112944346285,108.796943359375,62.6184517949532,753.126306067455,0.06814085732765938,7.728005382395537,0.11175573864689578,3.2401743224681714,0.1679513888888889
Piel,27.433563888888887,19.961066830731227,23.101911805555556,16.959033014574977,149.67769722222224,38.53328157547696,12.727908787541717,0.44827616769971407,7.2072195218157376,0.17720137466435185,2.7822583980155833,0.0033625
Roca,50.30891458333333,48.23133805668817,25.116265625,46.18301100211104,137.21880260416665,69.08917790091715,62.43184320266889,0.2530364100254559,7.869195646318837,0.19353829249837237,2.761673102504935,0.00145625
Vegetacion,55.46283447265625,28.108877072662963,104.1175146484375,69.66700230265872,139.50234781901042,43.89024245956748,95.27642482403546,0.22151501217452357,7.3616627705055,0.1457283830497,3.0296486731162595,0.017891438802083333
Roca,42.24039583333333,46.18928651765453,16.387985416666666,18.254811056032707,151.66593958333334,40.55773750280394,78.22382113821138,0.17923527592907063,7.388605749667019,0.2218203996419271,2.607454373495986,0.013853125
Tela,121.49057983803986,76.54435777339575,110.28568573504984,74.25937279093337,142.24056737956812,53.7919578620948,44.583659600997514,0.20447530145466916,7.569429594518952,0.19137189705271515,2.7657789607316445,0.004416528239202658
Tela,117.92496105341246,2.101234204041498,92.42860765949555,37.39294665707691,141.32969260014838,41.77776041428944,209.13815701559025,0.11175721420027147,7.40109305158927,0.18738387572512358,2.791287510343381,0.02990216988130564
Madera,57.39405490451389,47.86381328301068,26.54554470486111,29.12432831669443,134.4606228298611,59.98376752538279,1191.1537715142558,0.042499134325786204,7.86545465727048,0.10713755679424897,3.2718856306483346,0.28131944444444446
Madera,65.25016059027777,42.236877276351095,25.666520182291666,23.481147389930495,106.81185872395834,60.89296765797607,178.0799721835883,0.13719244313556442,7.735939706232146,0.16155759153483823,2.965076503007368,0.04982747395833333
Vegetacion,48.45047193243914,8.993533915317897,176.18175856929955,56.321802031635514,115.64294088425235,60.12616624199271,1212.3790435164135,0.06604712264847248,7.7103527886327825,0.11019724675846443,3.2518036348705013,0.1038052657724789
Piel,19.297509027777778,15.363188196882676,34.16534027777778,17.13400092192552,153.73438541666667,39.50064838959832,348.8148540044494,0.12213912655083094,7.257480995759146,0.15629766561246142,2.994321386640232,0.033217361111111114
Vegetacion,57.01855387369792,25.172620482026815,74.78294108072917,33.36917824842326,116.03902913411459,63.21407910843494,849.2094344694998,0.13964174097177756,7.467961220962223,0.12481798062589433,3.1575962343658803,0.050816243489583336
Tela,116.25896296296297,1.0166903026328933,84.58230123456791,23.75102268026875,43.565471604938274,8.082597363200364,3.4680753968253972,0.7334910679963401,4.760027114872767,0.24939693436976068,2.3870110396038826,0.008059259259259259
Piel,23.5119375,23.005558609617335,25.412531944444446,23.537263969556673,153.4009861111111,47.84632033773253,71.75445494994439,0.31833750244422165,7.365494241665882,0.15069052891685955,2.9836771315843196,0.0044444444444444444
Piel,34.379775,40.665757522002004,26.637886805555556,38.661392937858835,152.70066666666668,56.41225699999365,20.78702308120134,0.36454802236179346,7.493107095343807,0.15463433883391203,2.9564030732184565,0.021479166666666667
Madera,65.65283528645833,46.232376553766315,23.557237413194443,22.10811744868971,131.2688335503472,62.67935144577386,977.6506606397775,0.05334959028629009,7.884401676441645,0.12384432670922926,3.1691646210951423,0.18115125868055557
Vegetacion,49.46167781493868,5.362682703522757,217.38941312310877,34.76449608616637,102.84426262143653,53.77948615967923,711.2777045381911,0.07782770094640042,7.408698847758312,0.1079411628784279,3.2686959790276156,0.06842251950947603
Vegetacion,72.25082960755091,19.111460022198905,101.93836065573771,50.85689512068667,57.448683556880276,37.738736531293064,434.03304695304706,0.16215578438746145,6.755331180962268,0.10806928180932238,3.264393057045333,0.08490809736711376
Roca,15.406076735787648,8.012354690305605,22.050285055302894,6.7780311962046875,179.20355748351412,32.4047621916309,98.22441725374284,0.14758937671396702,7.043171192378212,0.1491859386450769,3.0071845090143237,0.021376231337251837
Madera,69.36731662326389,43.68245295695762,23.50629340277778,21.417845741555187,120.32603949652778,50.00657457105052,613.1365025208623,0.06423719302419886,7.652532731528151,0.13722044351836782,3.0855326156674274,0.08430230034722222
Piel,19.80369375,7.430043972921309,30.722369444444446,18.140526006007153,160.0939125,44.98753646719044,120.56005909343718,0.1901344787062459,7.403952220562385,0.20469733180555555,2.725121663126843,0.005715972222222222
Piel,18.186050694444443,10.482304785271173,29.17011111111111,15.959699453759177,164.34517083333333,35.03702759837297,263.5338598442715,0.15049336211158554,7.168938531145924,0.16882410711612653,2.918217967385063,0.025925
Urbano,68.31065557536145,49.2136132186096,41.240800158447215,31.093462553732806,114.23004555357497,47.93424042010379,720.3000198728139,0.1646393369315303,7.525111625706998,0.10831265128773081,3.2631053142885387,0.1058031293325411
Tela,102.76728000951739,1.679685107497912,69.01046912796923,27.585670135373395,129.94448189713287,41.5617888532932,163.7062287385362,0.17960128578835527,7.327222325964896,0.13236037474610926,3.0906509946654723,0.03662211999841377
Madera,64.585791015625,46.718778671179294,21.25070638020833,21.463398851951123,142.53666341145833,64.81013374936232,810.2032543028513,0.053619426430347096,7.903293282462953,0.11778217275643056,3.203385543196534,0.15265950520833332
Vegetacion,37.46656790123457,5.03144024477559,144.17635555555555,46.17585826351629,98.41171358024691,45.2830016136046,475.4360714285714,0.07455300484416404,7.368026897782433,0.10507802181374791,3.2870523699413066,0.07816296296296296
Tela,114.84830053667262,84.9781582691719,203.03329357980522,28.953049140410222,206.948737825482,26.460498791970178,63.54083792635194,0.4194205116424057,6.554458373367294,0.11837067110964299,3.1807292658034125,0.09497117869210893
Roca,105.8990964454882,52.44925453063695,15.980038211996975,35.54192084189942,101.79516777454921,60.93244328861857,1337.4532486214334,0.0517867560624831,7.809422677021187,0.11538514432092462,3.2230327447818357,0.1518130796481312
Vegetacion,42.715776,11.601185947328432,162.50914666666668,53.068080114181214,141.62031466666667,51.55085736481646,488.3758343353374,0.07489104557842162,7.558198321263302,0.10534998180977778,3.2863060386008045,0.035472
Urbano,36.507282662692496,48.16409205162658,79.52723298559364,51.89394319026969,117.18930948832588,53.153195059445075,933.8768497467195,0.08160234227950308,7.5849069905942414,0.10912193997831776,3.262302017719324,0.18509687034277197
Roca,106.17464480874317,31.147181668925654,17.76462990561351,22.06353245304674,186.81863884749131,51.089595033147305,806.783933628495,0.11467471911314861,7.347819017671609,0.11609222695302195,3.21745234602652,0.05196224540486836
Tela,38.60924231332357,47.6052349402438,8.731734535139092,5.765319101271368,145.12557421303075,30.268047827907285,12.692673076923077,0.32802323909276065,6.952450083517259,0.21784727431650655,2.6370215082151165,0.014386896046852123
Piel,16.295057406209573,1.031905158003062,80.98114933699871,9.125200294024344,174.3613458117723,18.16190476125336,3.1953118932038835,0.5693247155726235,5.958413110799814,0.13564633212068733,3.04649025721079,0.0102494340232859
Tela,105.77267759562841,2.030406867005598,121.89384997516144,47.35594884111364,150.87948335817188,49.00411736233342,4794.91859120099,0.017724003922579615,7.628093045201865,0.13734949791087192,3.0611678500990505,0.6105514157973174
Madera,63.44338975694444,46.93949253855339,21.524383680555555,19.885563723098926,143.46837782118055,62.18727163933194,625.1193476182198,0.06058559601254787,7.866760401703718,0.12514284922046426,3.1592687299478763,0.18248263888888888
Roca,14.74821551902141,18.763845520240373,28.244816550015308,15.05281500556597,164.68672257150385,47.79437991398483,68.84139088921249,0.18016131453287418,7.590229362959982,0.19804547349112692,2.7316587014954954,0.009484004642320592
Piel,8.430009312988036,2.8899644591127625,58.92509882838703,9.817544866623065,229.58065177891098,13.048767763332592,137.51164261840714,0.11796966086733607,5.889052663368808,0.10621323213322367,3.277154746782656,0.2132023002429192
Roca,34.1585571330443,41.57090882850972,13.3780469990544,11.415174858401869,161.16036303056254,42.41062233876638,22.62225942169696,0.25831405362107973,7.432217404148337,0.1848724008337042,2.7962790530385337,0.0007543622544559225
Piel,19.719486805555555,26.471021115089616,17.223344444444443,8.846219565015847,169.3825875,34.227723154782,14.768260567296998,0.41752107447979364,6.972370607749344,0.18339752899980707,2.7564189011085403,0.0019861111111111112
Madera,64.02524088541666,43.42928003317332,27.84527560763889,27.616303488130328,133.22878038194443,66.94397558408161,553.8261561196106,0.07701669030835087,7.931428245907961,0.14922391279008654,3.0258630146997927,0.09651692708333333
Piel,12.627117582999936,0.7712480976531393,89.55283742048448,9.767337984418075,211.27166791872673,24.377714152488743,0.5423022049475593,0.8580593862327176,6.274641001695093,0.38837071484863395,1.9371799990347796,0.0029122529122529123
Vegetacion,38.28622708333333,35.21694273083293,80.43395277777778,45.7455101499103,114.16379097222222,59.55075690712808,114.12121593437152,0.31525540259463547,7.753570570440069,0.21330259006655092,2.680100564281089,0.0008576388888888889
Roca,29.00972063838344,30.439145448237923,9.354614617592455,7.096922184196978,174.1742993923568,32.66997559854318,14.49979588684408,0.31233816449298407,6.992271083568489,0.1765608058758431,2.8358383608949764,0.006562601572269875
Vegetacion,47.89635370094386,17.063235524816,136.27016393442622,78.21627535097402,112.81200198708396,64.82455919196201,837.9510390491008,0.17729536029974202,7.6015651210209345,0.10959486951309287,3.251635029797459,0.07413810233482365
Tela,9.426527570789865,13.926105165509648,0.7327968206656731,1.114310283894335,210.92280178837555,9.171080364445864,33.35513142674804,0.2647793188820292,5.1009930651181215,0.1113472592085868,3.2379006766029064,0.244073522106309
Tela,26.613949329359166,30.692247632434253,6.863845007451565,10.004349839827494,135.68546448087432,42.45736641136058,2359.1475210402455,0.02539828347016553,7.410033645470818,0.12689229536083022,3.1390266304426353,0.6806159960258321
Urbano,81.67693132408124,45.55715558559643,94.10868227212262,58.333867139576704,134.1498600273989,74.01738719284775,620.1487331686718,0.3053786537544051,7.687642715308808,0.12426996617752416,3.1723183917561726,0.0771735461711041
Tela,100.39523950617284,13.255481346701833,218.40314074074075,35.68719611334077,96.16863209876543,48.2976199884487,268.31202380952374,0.25098701202204193,6.868585029626735,0.11241828277396738,3.23147073207487,0.06030617283950617
Vegetacion,47.26882731119792,37.5582517175464,55.23999104817708,30.635759581519082,122.43233072916667,50.769549270299485,568.2779351863921,0.10962694417404782,7.462133714896042,0.12960523000028396,3.1470762217173256,0.03472900390625
Vegetacion,48.45047193243914,8.993533915317897,176.18175856929955,56.321802031635514,115.64294088425235,60.12616624199271,1212.3790435164135,0.06604712264847248,7.7103527886327825,0.11019724675846443,3.2518036348705013,0.1038052657724789
Vegetacion,56.35074788411458,30.79457631119662,47.819532063802086,18.929434661154872,121.9175439453125,45.69674914026849,28.566342707247124,0.4645721360114748,7.327447705559188,0.16166002717150582,2.878736671007469,0.0016512044270833334
Roca,37.834978222782574,46.191409639221554,7.902100764658687,7.309675735938086,126.0612197697837,33.99522307159554,43.22649987905027,0.20521084492723365,7.0720317776867505,0.14345516495487445,3.037302156130892,0.010311430583072717
Urbano,83.85180562984092,40.63414744606249,47.894594005665496,32.940196098103016,167.22705572393573,59.38719757904652,1099.1534176812283,0.35194437481483565,7.022652987417664,0.13888086000759303,3.0918926752940594,0.09607575127275608
Roca,16.681729007913248,2.379673456086109,159.91038613716296,41.95726772357146,158.76870603751465,56.216257838767845,233.35519030015945,0.15454718186990923,7.671793504775499,0.10852378306644551,3.262684431326439,0.04152989449003517
Roca,71.53226319767673,64.67763728762105,10.922047181445677,9.480450068561517,147.80534670008353,46.52460712742795,314.7007686932215,0.14137235861363437,7.447721883533232,0.11452422330434883,3.2266548577146823,0.013227513227513227
Piel,18.35196597222222,28.17202811071763,48.09973125,18.8170735174497,152.2217861111111,42.88685151818842,86.10400097330368,0.22267204634568197,7.434837959063413,0.16435995955439817,2.9228372149616058,0.012682638888888889
Tela,104.41126676602086,0.9199776638648661,122.27163437655241,24.66790725713367,174.28468951813215,39.67183773729197,157.3665789158789,0.1373199860742287,7.123872344259212,0.11148780931891045,3.2456767522460006,0.19350223546944859
Piel,11.559155555555556,4.712862931290895,68.0799826388889,20.77389014617277,137.27326527777777,36.13971931544395,21.617679365962182,0.5399636489704259,6.7402358783140155,0.18397334959683642,2.7595335840143678,0.008485416666666667
Piel,15.608898611111112,4.7264926488004555,40.6330875,19.951313837150046,165.09157430555555,35.613692585341795,12.902691184649612,0.44316197858472023,7.002208665251718,0.15936566430169755,2.8958741770095817,0.00501875
Piel,10.346324640967499,3.632483050101113,72.99807492441421,13.445144267090146,208.6633597883598,11.540029521673857,19.69561076604555,0.32486198053249143,5.826562285118319,0.11694425506319545,3.194883565906354,0.0013699924414210128
Tela,111.53913285566298,57.728970349840445,17.24508718922652,15.32157681537563,69.80085333218231,25.221304996070977,60.30729051485832,0.19032239018980066,6.691684709459383,0.16102157652782056,2.9300152242013415,0.013383546270718232
Roca,85.56068499873354,47.060898900384224,31.127001013171228,44.52414030494156,135.52421083459978,49.33353304272703,19.811424790821498,0.3570502071751005,7.6475867468985115,0.27096144173109216,2.2795808712773784,0.002953235815602837
Madera,29.88724609375,32.034408267241645,34.45219618055555,38.820969256716886,129.46184461805555,67.59458681405383,1310.2217065803197,0.045023195265821034,7.956268208103521,0.11497207147339242,3.221167795693754,0.23509331597222222
Roca,41.6628641411571,51.55113994550028,4.909601140352122,5.856413568884797,162.50741005837614,32.64399180586549,50.24707664688657,0.19429865262610327,7.061748642053968,0.17741776934277836,2.837724025790211,0.015320947076225564
Urbano,35.743582113240485,24.78465552078717,51.19513549974209,42.07846955901565,148.89314764115383,67.99014788163865,1726.9231581043407,0.15202644098743084,7.814670003445538,0.12131951042162487,3.1741561783511685,0.11123675752886561
Urbano,106.15573079427084,29.384951453816516,141.44072916666667,71.18766545919885,179.28139078776042,57.076931516852866,47.667671402502606,0.5197714590999173,6.5700829872455975,0.1399996431350708,3.030982898535521,0.0023779296875
Roca,93.08760493827161,49.909625083665716,36.7872987654321,53.06132852978058,143.1630024691358,57.74845219942803,901.4970238095239,0.08508205265620958,7.563042082026555,0.11067304247523244,3.2504043111147154,0.058192592592592594
Roca,104.63656234475907,27.9524252437097,75.73142573273721,53.680959601610155,155.52870342771982,59.3069554813174,1566.1699972079296,0.053521619975328116,7.794381075450946,0.10891711772139809,3.2611642949981237,0.13808246398410332
Vegetacion,38.76164927968207,9.138401511098014,153.42032786885247,61.51470824480856,100.68614008941877,64.55851146469962,817.2192007992008,0.08213777722826504,7.668946232921378,0.11197713303665272,3.242621379311838,0.07745653253849975
Tela,109.19743666169896,0.6160991225040873,162.13176353700945,17.05446304945826,157.59946348733234,17.689225005125305,465.78740377328387,0.05964136255346211,6.142149923462148,0.16081052374666505,2.888354174275303,0.38382513661202183
Vegetacion,59.13406855439642,5.965751632256761,154.51391952309984,49.78381071420209,88.5690611028316,39.905255211625445,695.9507199553269,0.06308735320766481,7.0960070799833215,0.11055709828489382,3.255170174059432,0.09595628415300546
Tela,84.61025,39.23093330868938,34.74436614583333,28.00049143503444,143.19027916666667,63.383825651781216,810.7851610717263,0.058895131490158334,7.844579065533159,0.21589218830837673,2.6872049858501663,0.0789203125
Madera,58.244633246527776,43.21281591452,22.567294921875,23.281824154838535,141.69128146701388,60.236294797070165,609.3393732614744,0.059770305311605085,7.860276350121006,0.12544697282814682,3.1574595441061755,0.16291341145833332
Tela,85.719621875,43.56894312206447,25.7803078125,23.463995344575302,181.114840625,43.916321094848676,86.5941425145955,0.21263353967332738,7.473297990213555,0.14440901948947485,3.0314170133387743,0.0097265625
Vegetacion,52.19523950617284,18.66499370954099,106.59834074074074,45.14263827942609,139.0909037037037,45.93276109113107,560.9665079365079,0.10575998868658133,7.437278832494764,0.11078941263831732,3.249863831708272,0.06368395061728395
Roca,14.621701142680164,8.1413637337315,28.064279155188245,17.42103003459749,161.50353997207145,46.66990393144035,34.70438940973851,0.2507236078157291,7.474947009584025,0.16923098546901455,2.9048027977045567,0.008705940524122342
Tela,107.12023703703704,84.82167148159407,173.96744691358026,52.919051035697784,207.51296790123456,21.673688542641145,2316.684603174603,0.0444089519713839,6.951639328900393,0.1302198407315958,3.100639188261828,0.7255901234567901
Roca,41.38488862496587,45.41764928873321,9.600976563346583,19.60545709510153,159.60969108002791,53.083297686459844,200.490194291072,0.11629093238303248,7.647360870876602,0.13862208053610048,3.0743124374126003,0.030621090820824683
Urbano,81.25011936022918,47.31319098396829,87.86146256067478,46.444052755017246,138.14426673032546,55.669403029929775,460.38432053662336,0.3990226460098987,7.5524212088439295,0.14174686527352723,3.036623613016886,0.024767247553115303
Urbano,76.36084228515625,70.72280827792642,8.332766927083334,8.13055260350644,96.05720621744791,16.600494737450216,11.29685952163712,0.37467449691441734,6.0592624093807785,0.1251001244637701,3.137016078886122,0.08201253255208334
Madera,68.03003146701388,47.88296416453527,20.93975043402778,21.277120168059636,131.28136393229167,63.49967799778185,668.4488351877607,0.06330530760260826,7.889206279886284,0.13348223802542983,3.106805447107373,0.16044921875
Urbano,57.46106041666667,46.97626882445202,6.91655625,6.220355752065359,165.98539270833334,24.686695496637384,89.95713146371976,0.24272051107002296,6.523777257854194,0.1215899676779514,3.1743801983326887,0.00526875
Piel,16.54243899227528,1.243724141246333,63.38850201896067,5.437632512728547,202.93810744382023,20.660282621112483,2.732893100322533,0.5881066584720709,6.001190784034193,0.17477650254977617,2.772760525314189,0.00699877106741573
Piel,18.393187763342695,3.9352006432405626,59.00239378511236,14.200030799692252,179.54214404845504,24.22156031435143,4.918526589652241,0.4738508553656991,6.46565047394272,0.1332827625129699,3.0740477202078607,0.013466906601123596
Urbano,107.28001987083954,12.684794171721489,92.34114257327371,57.15897480432631,119.17007451564828,55.78678972875967,1290.7097642694748,0.08943120956209324,7.684892854680191,0.10963835911088604,3.2563473674692522,0.1148534525583706
Vegetacion,40.74477570353859,3.4897139999918356,134.21739043903992,46.36528410566797,137.87764200135334,50.22024289766746,673.8983656996722,0.06790081124182089,7.60347167451854,0.12669500076262927,3.1548287964241783,0.10790908729053059
Roca,101.0353830027096,28.240745711758503,41.19283637586282,31.78799411403026,140.83279602855956,53.7457011559613,525.1201533449865,0.08953751979765723,7.447690567564013,0.11035063547500203,3.25310342703067,0.051067027946440934
Roca,17.6329857103053,11.304431438711298,119.67014289694703,63.01634869436543,126.23269513991164,67.17714554564574,1105.0028407385923,0.0683048841956122,7.764022605215808,0.11060037982548304,3.250131558302062,0.09511204872029615
Vegetacion,50.37816194734228,13.931630802254825,175.35741679085942,64.99327614642962,62.12772975658221,44.200437415508674,264.34447552447546,0.18013659818831207,7.028642153047526,0.11671858345493488,3.2127126582573706,0.02150024838549429
